ID,Type,Priority,Operation,Scheme,Water (ML),Date
106451,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q4
106452,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,4.035,2018-2019 Q4
106462,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q4
106516,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0,2018-2019 Q4
106521,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.045,2018-2019 Q4
106559,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2018-2019 Q4
106565,#N/A,#N/A,#N/A,#N/A,7.382,2018-2019 Q4
106611,#N/A,Medium,East Barron ,Mareeba Dimbulah,3.366,2018-2019 Q4
106649,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0,2018-2019 Q4
106650,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.835,2018-2019 Q4
106711,#N/A,Medium,Price Creek relift,Mareeba Dimbulah,26.863,2018-2019 Q4
106715,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
106718,#N/A,Medium,Biboohra,Mareeba Dimbulah,45.488,2018-2019 Q4
106719,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q4
106733,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.599,2018-2019 Q4
106742,#N/A,Medium,South Walsh ,Mareeba Dimbulah,13.07,2018-2019 Q4
106744,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.082,2018-2019 Q4
106770,#N/A,Medium,South Walsh ,Mareeba Dimbulah,33.053,2018-2019 Q4
106782,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
106847,#N/A,#N/A,#N/A,#N/A,2.866,2018-2019 Q4
106850,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
106861,#N/A,#N/A,#N/A,#N/A,0.78,2018-2019 Q4
106869,#N/A,Medium,South Walsh ,Mareeba Dimbulah,2.05,2018-2019 Q4
106921,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,28.329,2018-2019 Q4
106924,#N/A,#N/A,#N/A,#N/A,8.4,2018-2019 Q4
106940,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
106944,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,12.765,2018-2019 Q4
106948,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q4
106961,#N/A,Medium,West Barron ,Mareeba Dimbulah,0,2018-2019 Q4
106966,#N/A,Medium,Biboohra,Mareeba Dimbulah,2.176,2018-2019 Q4
106969,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
107006,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q4
107022,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q4
107041,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q4
107049,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
107086,#N/A,#N/A,#N/A,#N/A,0.036,2018-2019 Q4
107087,#N/A,High,South Walsh ,Mareeba Dimbulah,0.048,2018-2019 Q4
107089,#N/A,High,South Walsh ,Mareeba Dimbulah,0.078,2018-2019 Q4
107090,#N/A,High,South Walsh ,Mareeba Dimbulah,0.026,2018-2019 Q4
107091,#N/A,High,South Walsh ,Mareeba Dimbulah,0.035,2018-2019 Q4
107106,#N/A,#N/A,#N/A,#N/A,1.54,2018-2019 Q4
107108,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0,2018-2019 Q4
107112,#N/A,High,South Walsh ,Mareeba Dimbulah,0.066,2018-2019 Q4
107113,#N/A,High,South Walsh ,Mareeba Dimbulah,0.046,2018-2019 Q4
107141,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.231,2018-2019 Q4
107144,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,2.661,2018-2019 Q4
107154,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
107157,#N/A,High,South Walsh ,Mareeba Dimbulah,0.216,2018-2019 Q4
107166,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.017,2018-2019 Q4
107188,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
107191,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
107193,#N/A,Medium,Southedge ,Mareeba Dimbulah,1.039,2018-2019 Q4
107244,#N/A,Medium,East Barron ,Mareeba Dimbulah,14.423,2018-2019 Q4
107254,#N/A,#N/A,#N/A,#N/A,67,2018-2019 Q4
107262,#N/A,Medium,Mareeba ,Mareeba Dimbulah,7.106,2018-2019 Q4
107273,#N/A,Medium,East Barron ,Mareeba Dimbulah,2.866,2018-2019 Q4
107293,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
107307,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q4
107319,#N/A,Medium,Mareeba ,Mareeba Dimbulah,5.105,2018-2019 Q4
107325,#N/A,#N/A,#N/A,#N/A,3.571,2018-2019 Q4
107330,#N/A,Medium,East Barron ,Mareeba Dimbulah,22.13,2018-2019 Q4
107340,#N/A,#N/A,#N/A,#N/A,5.75,2018-2019 Q4
107376,#N/A,Medium,Mareeba ,Mareeba Dimbulah,143.363,2018-2019 Q4
107411,#N/A,Medium,West Barron ,Mareeba Dimbulah,0,2018-2019 Q4
107413,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
107419,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q4
107438,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
107455,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.205,2018-2019 Q4
107482,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
107500,#N/A,#N/A,#N/A,#N/A,0.509,2018-2019 Q4
107502,#N/A,#N/A,#N/A,#N/A,3.923,2018-2019 Q4
107526,#N/A,Medium,East Barron ,Mareeba Dimbulah,145.667,2018-2019 Q4
107557,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q4
107566,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,0.323,2018-2019 Q4
107612,#N/A,Medium,Southedge ,Mareeba Dimbulah,14.715,2018-2019 Q4
107641,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.672,2018-2019 Q4
107656,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
107677,#N/A,#N/A,#N/A,#N/A,3.7,2018-2019 Q4
107678,#N/A,Medium,Biboohra,Mareeba Dimbulah,0.285,2018-2019 Q4
107705,#N/A,#N/A,#N/A,#N/A,0.18,2018-2019 Q4
107708,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.375,2018-2019 Q4
107725,#N/A,#N/A,#N/A,#N/A,26.05,2018-2019 Q4
107733,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
107777,#N/A,#N/A,#N/A,#N/A,1.085,2018-2019 Q4
107798,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
107800,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
107839,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
107861,#N/A,#N/A,#N/A,#N/A,3.1,2018-2019 Q4
107876,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
107878,#N/A,Medium,West Barron ,Mareeba Dimbulah,0.254,2018-2019 Q4
107883,#N/A,Medium,East Barron ,Mareeba Dimbulah,169.775,2018-2019 Q4
107884,#N/A,#N/A,#N/A,#N/A,78.712,2018-2019 Q4
107902,#N/A,#N/A,#N/A,#N/A,10.02,2018-2019 Q4
107913,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q4
107914,#N/A,Medium,East Barron ,Mareeba Dimbulah,1.925,2018-2019 Q4
107918,#N/A,#N/A,#N/A,#N/A,25.14,2018-2019 Q4
107928,#N/A,High,South Walsh ,Mareeba Dimbulah,0.062,2018-2019 Q4
107937,#N/A,#N/A,#N/A,#N/A,27.358,2018-2019 Q4
107955,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
107983,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q4
107985,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
107987,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0,2018-2019 Q4
108000,#N/A,Medium,Price Creek relift,Mareeba Dimbulah,18.668,2018-2019 Q4
108016,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.078,2018-2019 Q4
108028,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.439,2018-2019 Q4
108033,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q4
108034,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,12.41,2018-2019 Q4
108062,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
108091,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0,2018-2019 Q4
108171,#N/A,Medium,East Barron ,Mareeba Dimbulah,28.13,2018-2019 Q4
108209,#N/A,Medium,South Walsh ,Mareeba Dimbulah,4.91,2018-2019 Q4
108254,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
108282,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
108327,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q4
108328,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q4
108351,#N/A,Medium,South Walsh ,Mareeba Dimbulah,1.813,2018-2019 Q4
108366,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2018-2019 Q4
108369,#N/A,Medium,East Barron ,Mareeba Dimbulah,8.97,2018-2019 Q4
108373,#N/A,Medium,East Barron ,Mareeba Dimbulah,37.87,2018-2019 Q4
108391,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
108414,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2018-2019 Q4
108428,#N/A,#N/A,#N/A,#N/A,0.653,2018-2019 Q4
108433,#N/A,Medium,South Walsh ,Mareeba Dimbulah,1.712,2018-2019 Q4
108434,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
108441,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q4
108450,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
108455,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
108459,#N/A,Medium,Biboohra,Mareeba Dimbulah,42.61,2018-2019 Q4
108491,#N/A,#N/A,#N/A,#N/A,50.17,2018-2019 Q4
108513,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2018-2019 Q4
108514,#N/A,#N/A,#N/A,#N/A,47.592,2018-2019 Q4
108516,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
108517,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.81,2018-2019 Q4
108526,#N/A,#N/A,#N/A,#N/A,3.483,2018-2019 Q4
108527,#N/A,High,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q4
108528,#N/A,High,South Walsh ,Mareeba Dimbulah,0.05,2018-2019 Q4
108531,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.162,2018-2019 Q4
108562,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0.102,2018-2019 Q4
108569,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.844,2018-2019 Q4
108588,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,69.536,2018-2019 Q4
108592,#N/A,Medium,Southedge ,Mareeba Dimbulah,0,2018-2019 Q4
108598,#N/A,Medium,South Walsh ,Mareeba Dimbulah,20.3,2018-2019 Q4
108613,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,3.561,2018-2019 Q4
108671,#N/A,#N/A,#N/A,#N/A,3.542,2018-2019 Q4
108673,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2018-2019 Q4
108674,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,1.851,2018-2019 Q4
108698,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q4
108715,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q4
108726,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2018-2019 Q4
108739,#N/A,Medium,South Walsh ,Mareeba Dimbulah,19.688,2018-2019 Q4
108764,#N/A,Medium,East Barron ,Mareeba Dimbulah,2.638,2018-2019 Q4
108769,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2018-2019 Q4
108770,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,0.403,2018-2019 Q4
108772,#N/A,Medium,Southedge ,Mareeba Dimbulah,33.396,2018-2019 Q4
108798,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.759,2018-2019 Q4
108850,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
108862,#N/A,Medium,Mareeba ,Mareeba Dimbulah,11.01,2018-2019 Q4
108868,#N/A,#N/A,#N/A,#N/A,0.025,2018-2019 Q4
108877,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
108880,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.024,2018-2019 Q4
108884,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.001,2018-2019 Q4
108890,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.29,2018-2019 Q4
108918,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2018-2019 Q4
108919,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,0.084,2018-2019 Q4
108921,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,23.535,2018-2019 Q4
108922,#N/A,Medium,West Barron ,Mareeba Dimbulah,0,2018-2019 Q4
108946,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0.241,2018-2019 Q4
108966,#N/A,Medium,Southedge ,Mareeba Dimbulah,116.978,2018-2019 Q4
108982,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.388,2018-2019 Q4
108996,#N/A,Medium,Biboohra,Mareeba Dimbulah,0.04,2018-2019 Q4
109001,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.002,2018-2019 Q4
109026,#N/A,Medium,South Walsh ,Mareeba Dimbulah,4.81,2018-2019 Q4
109044,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2018-2019 Q4
109054,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.031,2018-2019 Q4
109055,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.003,2018-2019 Q4
109073,#N/A,Medium,South Walsh ,Mareeba Dimbulah,30.13,2018-2019 Q4
109106,#N/A,Medium,East Barron ,Mareeba Dimbulah,1.752,2018-2019 Q4
109128,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
109137,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,35.358,2018-2019 Q4
109145,#N/A,Medium,East Barron ,Mareeba Dimbulah,1.411,2018-2019 Q4
109152,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,7.705,2018-2019 Q4
109157,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.168,2018-2019 Q4
109165,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q4
109175,#N/A,#N/A,#N/A,#N/A,3.135,2018-2019 Q4
109180,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q4
109183,#N/A,Medium,Mareeba ,Mareeba Dimbulah,4.467,2018-2019 Q4
109598,#N/A,Medium,Mareeba ,Mareeba Dimbulah,1.073,2018-2019 Q4
109599,#N/A,Medium,South Walsh ,Mareeba Dimbulah,33.25,2018-2019 Q4
109617,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
109622,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
109707,#N/A,Medium,Mareeba ,Mareeba Dimbulah,4.27,2018-2019 Q4
109711,#N/A,Medium,Southedge ,Mareeba Dimbulah,35.921,2018-2019 Q4
109735,#N/A,Medium,West Barron ,Mareeba Dimbulah,0,2018-2019 Q4
109755,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q4
109771,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
109817,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q4
109818,#N/A,Medium,South Walsh ,Mareeba Dimbulah,59.151,2018-2019 Q4
109831,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2018-2019 Q4
109860,#N/A,Medium,South Walsh ,Mareeba Dimbulah,38.127,2018-2019 Q4
109861,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
109864,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.001,2018-2019 Q4
109866,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.044,2018-2019 Q4
109871,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q4
109914,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q4
109915,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
109935,#N/A,Medium,West Barron ,Mareeba Dimbulah,32.62,2018-2019 Q4
109939,#N/A,Medium,South Walsh ,Mareeba Dimbulah,37.22,2018-2019 Q4
109947,#N/A,Medium,Mareeba ,Mareeba Dimbulah,1.91,2018-2019 Q4
109950,#N/A,#N/A,#N/A,#N/A,30.606,2018-2019 Q4
109960,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q4
109969,#N/A,#N/A,#N/A,#N/A,33.214,2018-2019 Q4
109970,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,2.54,2018-2019 Q4
109991,#N/A,Medium,East Barron ,Mareeba Dimbulah,12.055,2018-2019 Q4
109995,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2018-2019 Q4
109996,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
110004,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.34,2018-2019 Q4
110006,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,0.7,2018-2019 Q4
110012,#N/A,Medium,West Barron ,Mareeba Dimbulah,8.772,2018-2019 Q4
110015,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,8.226,2018-2019 Q4
110018,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,64.85,2018-2019 Q4
110023,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
110024,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q4
110120,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q4
110148,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q4
110157,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
110182,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,31.31,2018-2019 Q4
110189,#N/A,#N/A,#N/A,#N/A,4.23,2018-2019 Q4
110195,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.43,2018-2019 Q4
110208,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
110233,#N/A,#N/A,#N/A,#N/A,25.716,2018-2019 Q4
110244,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.328,2018-2019 Q4
110359,#N/A,High,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,558.112,2018-2019 Q4
110360,#N/A,High,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,185.312,2018-2019 Q4
110361,#N/A,#N/A,#N/A,#N/A,36.862,2018-2019 Q4
110362,#N/A,Medium,Mareeba ,Mareeba Dimbulah,2.241,2018-2019 Q4
110363,#N/A,#N/A,#N/A,#N/A,42.584,2018-2019 Q4
110364,#N/A,High,South Walsh ,Mareeba Dimbulah,0.49,2018-2019 Q4
110399,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
110419,#N/A,Medium,South Walsh ,Mareeba Dimbulah,40.6,2018-2019 Q4
110425,#N/A,Medium,South Walsh ,Mareeba Dimbulah,1.517,2018-2019 Q4
110428,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.034,2018-2019 Q4
110434,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.056,2018-2019 Q4
110435,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q4
110436,#N/A,Medium,South Walsh ,Mareeba Dimbulah,37.1,2018-2019 Q4
110448,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0,2018-2019 Q4
110450,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,11.096,2018-2019 Q4
110458,#N/A,Medium,East Barron ,Mareeba Dimbulah,10.217,2018-2019 Q4
110462,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,7.551,2018-2019 Q4
110490,#N/A,High,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q4
110508,#N/A,Medium,South Walsh ,Mareeba Dimbulah,49.419,2018-2019 Q4
110517,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0,2018-2019 Q4
110538,#N/A,Medium,South Walsh ,Mareeba Dimbulah,65.06,2018-2019 Q4
110545,#N/A,Medium,Biboohra,Mareeba Dimbulah,0,2018-2019 Q4
110546,#N/A,Medium,Biboohra,Mareeba Dimbulah,0.116,2018-2019 Q4
110582,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q4
110590,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q4
110609,#N/A,#N/A,#N/A,#N/A,0.186,2018-2019 Q4
110639,#N/A,Medium,South Walsh ,Mareeba Dimbulah,14.228,2018-2019 Q4
110648,#N/A,#N/A,#N/A,#N/A,4.329,2018-2019 Q4
110650,#N/A,Medium,West Barron ,Mareeba Dimbulah,0.082,2018-2019 Q4
110673,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q4
110679,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
110684,#N/A,Medium,West Barron ,Mareeba Dimbulah,2.779,2018-2019 Q4
110698,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
110723,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q4
110765,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,0.254,2018-2019 Q4
110767,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q4
110771,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.294,2018-2019 Q4
110772,#N/A,Medium,West Barron ,Mareeba Dimbulah,0,2018-2019 Q4
110775,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q4
110777,#N/A,Medium,West Barron ,Mareeba Dimbulah,0.246,2018-2019 Q4
110780,#N/A,Medium,South Walsh ,Mareeba Dimbulah,2.083,2018-2019 Q4
110781,#N/A,Medium,South Walsh ,Mareeba Dimbulah,34.43,2018-2019 Q4
110789,#N/A,Medium,South Walsh ,Mareeba Dimbulah,99.149,2018-2019 Q4
110794,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
110795,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
110803,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2018-2019 Q4
110860,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q4
110870,#N/A,#N/A,#N/A,#N/A,64.33,2018-2019 Q4
110880,#N/A,Medium,South Walsh ,Mareeba Dimbulah,2.22,2018-2019 Q4
110893,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q4
110906,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
110937,#N/A,Medium,East Barron ,Mareeba Dimbulah,36.493,2018-2019 Q4
110943,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
110945,#N/A,Medium,South Walsh ,Mareeba Dimbulah,107.661,2018-2019 Q4
110960,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,0.519,2018-2019 Q4
110966,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q4
110977,#N/A,Medium,East Barron ,Mareeba Dimbulah,27.19,2018-2019 Q4
110984,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q4
111000,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
111020,#N/A,Medium,West Barron ,Mareeba Dimbulah,110.57,2018-2019 Q4
111027,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2018-2019 Q4
111031,#N/A,High,South Walsh ,Mareeba Dimbulah,0.108,2018-2019 Q4
111039,#N/A,#N/A,#N/A,#N/A,0.128,2018-2019 Q4
111054,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2018-2019 Q4
111070,#N/A,Medium,East Barron ,Mareeba Dimbulah,5.436,2018-2019 Q4
111093,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2018-2019 Q4
111096,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q4
111107,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
111112,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.477,2018-2019 Q4
111118,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
111134,#N/A,Medium,East Barron ,Mareeba Dimbulah,3.784,2018-2019 Q4
111135,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.179,2018-2019 Q4
111142,#N/A,#N/A,#N/A,#N/A,3.35,2018-2019 Q4
111145,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q4
111146,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2018-2019 Q4
111147,#N/A,Medium,Price Creek relift,Mareeba Dimbulah,2.653,2018-2019 Q4
111157,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
111164,#N/A,Medium,South Walsh ,Mareeba Dimbulah,8.357,2018-2019 Q4
111167,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q4
111177,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
111180,#N/A,Medium,South Walsh ,Mareeba Dimbulah,3.967,2018-2019 Q4
111181,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0.11,2018-2019 Q4
111185,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q4
111223,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2018-2019 Q4
111225,#N/A,Medium,South Walsh ,Mareeba Dimbulah,1.954,2018-2019 Q4
111239,#N/A,Medium,West Barron ,Mareeba Dimbulah,161.472,2018-2019 Q4
111242,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
111245,#N/A,High,South Walsh ,Mareeba Dimbulah,50.681,2018-2019 Q4
111253,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2018-2019 Q4
111258,#N/A,Medium,Southedge ,Mareeba Dimbulah,97.02,2018-2019 Q4
111277,#N/A,Medium,Mareeba ,Mareeba Dimbulah,3.26,2018-2019 Q4
111294,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.138,2018-2019 Q4
111311,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.017,2018-2019 Q4
111316,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
111329,#N/A,Medium,East Barron ,Mareeba Dimbulah,33.549,2018-2019 Q4
111352,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
111399,#N/A,#N/A,#N/A,#N/A,0,2018-2019 Q4
111400,#N/A,#N/A,#N/A,#N/A,212.645,2018-2019 Q4
111401,#N/A,Medium,Arriga,Mareeba Dimbulah,199.748,2018-2019 Q4
