ID,Type,Priority,Operation,Scheme,Water (ML),Date
105462,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.028,2017-2018 Q1
105465,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2017-2018 Q1
105467,#N/A,Medium,East Barron ,Mareeba Dimbulah,56.587,2017-2018 Q1
105469,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,58.38,2017-2018 Q1
105470,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2017-2018 Q1
105473,#N/A,Medium,Southedge ,Mareeba Dimbulah,34.721,2017-2018 Q1
105475,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,13.872,2017-2018 Q1
105479,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,24.13,2017-2018 Q1
105482,#N/A,Medium,West Barron ,Mareeba Dimbulah,0.97,2017-2018 Q1
105487,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
105490,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,3.217,2017-2018 Q1
105495,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
105496,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2017-2018 Q1
105497,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2017-2018 Q1
105499,#N/A,Medium,East Barron ,Mareeba Dimbulah,44.307,2017-2018 Q1
105501,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,0.395,2017-2018 Q1
105503,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,26.664,2017-2018 Q1
105504,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
105505,#N/A,Medium,West Barron ,Mareeba Dimbulah,0,2017-2018 Q1
105506,#N/A,Medium,Price Creek relift,Mareeba Dimbulah,17.673,2017-2018 Q1
105507,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
105509,#N/A,Medium,South Walsh ,Mareeba Dimbulah,23.28,2017-2018 Q1
105514,#N/A,Medium,South Walsh ,Mareeba Dimbulah,62.23,2017-2018 Q1
105519,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,13.57,2017-2018 Q1
105524,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.148,2017-2018 Q1
105525,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,0,2017-2018 Q1
105529,#N/A,Medium,South Walsh ,Mareeba Dimbulah,34.753,2017-2018 Q1
105530,#N/A,#N/A,#N/A,#N/A,13.506,2017-2018 Q1
105531,#N/A,#N/A,#N/A,#N/A,0.575,2017-2018 Q1
105532,#N/A,#N/A,#N/A,#N/A,3.739,2017-2018 Q1
105533,#N/A,Medium,West Barron ,Mareeba Dimbulah,0,2017-2018 Q1
105549,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2017-2018 Q1
105551,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
105555,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
105558,#N/A,Medium,South Walsh ,Mareeba Dimbulah,46.392,2017-2018 Q1
105565,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2017-2018 Q1
105573,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.36,2017-2018 Q1
105576,#N/A,#N/A,#N/A,#N/A,11.053,2017-2018 Q1
105578,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.86,2017-2018 Q1
105579,#N/A,#N/A,#N/A,#N/A,36.048,2017-2018 Q1
105581,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.001,2017-2018 Q1
105588,#N/A,Medium,South Walsh ,Mareeba Dimbulah,7.969,2017-2018 Q1
105589,#N/A,Medium,West Barron ,Mareeba Dimbulah,141.06,2017-2018 Q1
105591,#N/A,Medium,West Barron ,Mareeba Dimbulah,116.702,2017-2018 Q1
105593,#N/A,Medium,East Barron ,Mareeba Dimbulah,1.482,2017-2018 Q1
105597,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
105600,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
105624,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
105625,#N/A,#N/A,#N/A,#N/A,65.861,2017-2018 Q1
105627,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
105630,#N/A,Medium,Mareeba ,Mareeba Dimbulah,2.668,2017-2018 Q1
105633,#N/A,#N/A,#N/A,#N/A,0.22,2017-2018 Q1
105740,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.577,2017-2018 Q1
105741,#N/A,Medium,East Barron ,Mareeba Dimbulah,10.058,2017-2018 Q1
105760,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
105765,#N/A,Medium,Southedge ,Mareeba Dimbulah,141.9,2017-2018 Q1
105769,#N/A,Medium,West Barron ,Mareeba Dimbulah,0,2017-2018 Q1
105784,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2017-2018 Q1
105800,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
105819,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.13,2017-2018 Q1
106097,#N/A,Medium,Southedge ,Mareeba Dimbulah,98.155,2017-2018 Q1
106127,#N/A,Medium,West Barron ,Mareeba Dimbulah,0,2017-2018 Q1
106137,#N/A,Medium,South Walsh ,Mareeba Dimbulah,6.145,2017-2018 Q1
106140,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2017-2018 Q1
106147,#N/A,#N/A,#N/A,#N/A,73.235,2017-2018 Q1
106148,#N/A,#N/A,#N/A,#N/A,36.04,2017-2018 Q1
106158,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2017-2018 Q1
106170,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2017-2018 Q1
106189,#N/A,#N/A,#N/A,#N/A,1.18,2017-2018 Q1
106190,#N/A,Medium,Southedge ,Mareeba Dimbulah,0,2017-2018 Q1
106243,#N/A,Medium,South Walsh ,Mareeba Dimbulah,4.78,2017-2018 Q1
106264,#N/A,#N/A,#N/A,#N/A,18.664,2017-2018 Q1
106289,#N/A,#N/A,#N/A,#N/A,25.577,2017-2018 Q1
106329,#N/A,Medium,South Walsh ,Mareeba Dimbulah,6.014,2017-2018 Q1
106424,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0,2017-2018 Q1
106450,#N/A,Medium,East Barron ,Mareeba Dimbulah,48.642,2017-2018 Q1
106451,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2017-2018 Q1
106452,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,11.889,2017-2018 Q1
106462,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,30.84,2017-2018 Q1
106516,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0,2017-2018 Q1
106521,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2017-2018 Q1
106559,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2017-2018 Q1
106565,#N/A,#N/A,#N/A,#N/A,0.01,2017-2018 Q1
106611,#N/A,Medium,East Barron ,Mareeba Dimbulah,7.113,2017-2018 Q1
106649,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0,2017-2018 Q1
106650,#N/A,Medium,East Barron ,Mareeba Dimbulah,59.401,2017-2018 Q1
106711,#N/A,Medium,Price Creek relift,Mareeba Dimbulah,39.199,2017-2018 Q1
106715,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
106718,#N/A,Medium,Biboohra,Mareeba Dimbulah,30.698,2017-2018 Q1
106719,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,15.09,2017-2018 Q1
106733,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.516,2017-2018 Q1
106742,#N/A,Medium,South Walsh ,Mareeba Dimbulah,92.84,2017-2018 Q1
106744,#N/A,Medium,South Walsh ,Mareeba Dimbulah,5.81,2017-2018 Q1
106770,#N/A,Medium,South Walsh ,Mareeba Dimbulah,46.211,2017-2018 Q1
106782,#N/A,#N/A,#N/A,#N/A,132.38,2017-2018 Q1
106847,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
106850,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
106861,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
106869,#N/A,Medium,South Walsh ,Mareeba Dimbulah,2.055,2017-2018 Q1
106921,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,5.479,2017-2018 Q1
106924,#N/A,#N/A,#N/A,#N/A,15.1,2017-2018 Q1
106940,#N/A,#N/A,#N/A,#N/A,0.001,2017-2018 Q1
106944,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,17.722,2017-2018 Q1
106948,#N/A,Medium,East Barron ,Mareeba Dimbulah,21.338,2017-2018 Q1
106961,#N/A,Medium,West Barron ,Mareeba Dimbulah,6.894,2017-2018 Q1
106966,#N/A,Medium,Biboohra,Mareeba Dimbulah,6.301,2017-2018 Q1
106969,#N/A,#N/A,#N/A,#N/A,0.136,2017-2018 Q1
107006,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2017-2018 Q1
107022,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2017-2018 Q1
107041,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,6.61,2017-2018 Q1
107049,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
107086,#N/A,#N/A,#N/A,#N/A,0.04,2017-2018 Q1
107087,#N/A,High,South Walsh ,Mareeba Dimbulah,0.001,2017-2018 Q1
107089,#N/A,High,South Walsh ,Mareeba Dimbulah,0.169,2017-2018 Q1
107090,#N/A,High,South Walsh ,Mareeba Dimbulah,0.035,2017-2018 Q1
107091,#N/A,High,South Walsh ,Mareeba Dimbulah,0.264,2017-2018 Q1
107106,#N/A,#N/A,#N/A,#N/A,0.16,2017-2018 Q1
107108,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0,2017-2018 Q1
107112,#N/A,High,South Walsh ,Mareeba Dimbulah,0.082,2017-2018 Q1
107113,#N/A,High,South Walsh ,Mareeba Dimbulah,0.059,2017-2018 Q1
107141,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.732,2017-2018 Q1
107144,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,27.584,2017-2018 Q1
107154,#N/A,#N/A,#N/A,#N/A,0.178,2017-2018 Q1
107157,#N/A,High,South Walsh ,Mareeba Dimbulah,0.159,2017-2018 Q1
107166,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2017-2018 Q1
107188,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
107191,#N/A,#N/A,#N/A,#N/A,3.322,2017-2018 Q1
107193,#N/A,Medium,Southedge ,Mareeba Dimbulah,0.98,2017-2018 Q1
107244,#N/A,Medium,East Barron ,Mareeba Dimbulah,27.179,2017-2018 Q1
107254,#N/A,#N/A,#N/A,#N/A,36.413,2017-2018 Q1
107262,#N/A,Medium,Mareeba ,Mareeba Dimbulah,58.081,2017-2018 Q1
107273,#N/A,Medium,East Barron ,Mareeba Dimbulah,3.732,2017-2018 Q1
107293,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
107307,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2017-2018 Q1
107319,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2017-2018 Q1
107325,#N/A,#N/A,#N/A,#N/A,2.932,2017-2018 Q1
107330,#N/A,Medium,East Barron ,Mareeba Dimbulah,47.578,2017-2018 Q1
107340,#N/A,#N/A,#N/A,#N/A,11.41,2017-2018 Q1
107376,#N/A,Medium,Mareeba ,Mareeba Dimbulah,99.692,2017-2018 Q1
107411,#N/A,Medium,West Barron ,Mareeba Dimbulah,39.45,2017-2018 Q1
107413,#N/A,#N/A,#N/A,#N/A,0.514,2017-2018 Q1
107419,#N/A,Medium,South Walsh ,Mareeba Dimbulah,11.147,2017-2018 Q1
107438,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
107455,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2017-2018 Q1
107482,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
107500,#N/A,#N/A,#N/A,#N/A,1.211,2017-2018 Q1
107502,#N/A,#N/A,#N/A,#N/A,23.896,2017-2018 Q1
107526,#N/A,Medium,East Barron ,Mareeba Dimbulah,398.557,2017-2018 Q1
107557,#N/A,Medium,East Barron ,Mareeba Dimbulah,8.381,2017-2018 Q1
107566,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,0.239,2017-2018 Q1
107612,#N/A,Medium,Southedge ,Mareeba Dimbulah,12.805,2017-2018 Q1
107641,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0.912,2017-2018 Q1
107656,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
107677,#N/A,#N/A,#N/A,#N/A,0.588,2017-2018 Q1
107678,#N/A,Medium,Biboohra,Mareeba Dimbulah,0.232,2017-2018 Q1
107705,#N/A,#N/A,#N/A,#N/A,1.08,2017-2018 Q1
107708,#N/A,Medium,East Barron ,Mareeba Dimbulah,7.099,2017-2018 Q1
107725,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
107733,#N/A,#N/A,#N/A,#N/A,3.415,2017-2018 Q1
107777,#N/A,#N/A,#N/A,#N/A,1.78,2017-2018 Q1
107798,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
107800,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
107839,#N/A,#N/A,#N/A,#N/A,21.41,2017-2018 Q1
107861,#N/A,#N/A,#N/A,#N/A,0.036,2017-2018 Q1
107876,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
107878,#N/A,Medium,West Barron ,Mareeba Dimbulah,49.79,2017-2018 Q1
107883,#N/A,Medium,East Barron ,Mareeba Dimbulah,224.528,2017-2018 Q1
107884,#N/A,#N/A,#N/A,#N/A,128.134,2017-2018 Q1
107902,#N/A,#N/A,#N/A,#N/A,16.07,2017-2018 Q1
107913,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2017-2018 Q1
107914,#N/A,Medium,East Barron ,Mareeba Dimbulah,6.026,2017-2018 Q1
107918,#N/A,#N/A,#N/A,#N/A,17.71,2017-2018 Q1
107928,#N/A,High,South Walsh ,Mareeba Dimbulah,0.092,2017-2018 Q1
107937,#N/A,#N/A,#N/A,#N/A,35.496,2017-2018 Q1
107955,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
107983,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2017-2018 Q1
107985,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
107987,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,28.877,2017-2018 Q1
108000,#N/A,Medium,Price Creek relift,Mareeba Dimbulah,51.651,2017-2018 Q1
108016,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.08,2017-2018 Q1
108028,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.861,2017-2018 Q1
108033,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,0,2017-2018 Q1
108034,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,61.24,2017-2018 Q1
108062,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
108091,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0,2017-2018 Q1
108171,#N/A,Medium,East Barron ,Mareeba Dimbulah,14.02,2017-2018 Q1
108209,#N/A,Medium,South Walsh ,Mareeba Dimbulah,19.23,2017-2018 Q1
108254,#N/A,#N/A,#N/A,#N/A,8.615,2017-2018 Q1
108282,#N/A,#N/A,#N/A,#N/A,2.123,2017-2018 Q1
108327,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2017-2018 Q1
108328,#N/A,Medium,South Walsh ,Mareeba Dimbulah,4.41,2017-2018 Q1
108351,#N/A,Medium,South Walsh ,Mareeba Dimbulah,14.431,2017-2018 Q1
108366,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.03,2017-2018 Q1
108369,#N/A,Medium,East Barron ,Mareeba Dimbulah,10.159,2017-2018 Q1
108373,#N/A,Medium,East Barron ,Mareeba Dimbulah,28.86,2017-2018 Q1
108391,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
108414,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.003,2017-2018 Q1
108428,#N/A,#N/A,#N/A,#N/A,1.534,2017-2018 Q1
108433,#N/A,Medium,South Walsh ,Mareeba Dimbulah,3.733,2017-2018 Q1
108434,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
108441,#N/A,Medium,South Walsh ,Mareeba Dimbulah,1.05,2017-2018 Q1
108450,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
108455,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
108459,#N/A,Medium,Biboohra,Mareeba Dimbulah,109.04,2017-2018 Q1
108491,#N/A,#N/A,#N/A,#N/A,42.061,2017-2018 Q1
108513,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2017-2018 Q1
108514,#N/A,#N/A,#N/A,#N/A,62.568,2017-2018 Q1
108516,#N/A,#N/A,#N/A,#N/A,0.385,2017-2018 Q1
108517,#N/A,Medium,South Walsh ,Mareeba Dimbulah,3.55,2017-2018 Q1
108526,#N/A,#N/A,#N/A,#N/A,3.035,2017-2018 Q1
108527,#N/A,High,South Walsh ,Mareeba Dimbulah,0,2017-2018 Q1
108528,#N/A,High,South Walsh ,Mareeba Dimbulah,0,2017-2018 Q1
108531,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.29,2017-2018 Q1
108562,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0.601,2017-2018 Q1
108569,#N/A,Medium,East Barron ,Mareeba Dimbulah,3.366,2017-2018 Q1
108588,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,74.455,2017-2018 Q1
108592,#N/A,Medium,Southedge ,Mareeba Dimbulah,18.45,2017-2018 Q1
108598,#N/A,Medium,South Walsh ,Mareeba Dimbulah,13.87,2017-2018 Q1
108613,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,15.85,2017-2018 Q1
108671,#N/A,#N/A,#N/A,#N/A,7.784,2017-2018 Q1
108673,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2017-2018 Q1
108674,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0,2017-2018 Q1
108698,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2017-2018 Q1
108715,#N/A,Medium,East Barron ,Mareeba Dimbulah,1.967,2017-2018 Q1
108726,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2017-2018 Q1
108739,#N/A,Medium,South Walsh ,Mareeba Dimbulah,30.962,2017-2018 Q1
108764,#N/A,Medium,East Barron ,Mareeba Dimbulah,4.061,2017-2018 Q1
108769,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.13,2017-2018 Q1
108770,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,0.405,2017-2018 Q1
108772,#N/A,Medium,Southedge ,Mareeba Dimbulah,0,2017-2018 Q1
108798,#N/A,Medium,South Walsh ,Mareeba Dimbulah,4.479,2017-2018 Q1
108850,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
108862,#N/A,Medium,Mareeba ,Mareeba Dimbulah,40.2,2017-2018 Q1
108868,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
108877,#N/A,#N/A,#N/A,#N/A,27.548,2017-2018 Q1
108880,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.06,2017-2018 Q1
108884,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2017-2018 Q1
108890,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.47,2017-2018 Q1
108918,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2017-2018 Q1
108919,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,1.165,2017-2018 Q1
108921,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,38.301,2017-2018 Q1
108922,#N/A,Medium,West Barron ,Mareeba Dimbulah,16.969,2017-2018 Q1
108946,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0.621,2017-2018 Q1
108966,#N/A,Medium,Southedge ,Mareeba Dimbulah,65.879,2017-2018 Q1
108982,#N/A,Medium,East Barron ,Mareeba Dimbulah,3.999,2017-2018 Q1
108996,#N/A,Medium,Biboohra,Mareeba Dimbulah,0.069,2017-2018 Q1
109001,#N/A,Medium,East Barron ,Mareeba Dimbulah,17.349,2017-2018 Q1
109026,#N/A,Medium,South Walsh ,Mareeba Dimbulah,66.546,2017-2018 Q1
109044,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0.606,2017-2018 Q1
109054,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2017-2018 Q1
109055,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.09,2017-2018 Q1
109073,#N/A,Medium,South Walsh ,Mareeba Dimbulah,30.85,2017-2018 Q1
109106,#N/A,Medium,East Barron ,Mareeba Dimbulah,13.58,2017-2018 Q1
109128,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
109137,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,64.347,2017-2018 Q1
109145,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2017-2018 Q1
109152,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,4,2017-2018 Q1
109157,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2017-2018 Q1
109165,#N/A,Medium,South Walsh ,Mareeba Dimbulah,2.147,2017-2018 Q1
109175,#N/A,#N/A,#N/A,#N/A,12.744,2017-2018 Q1
109180,#N/A,Medium,East Barron ,Mareeba Dimbulah,0,2017-2018 Q1
109183,#N/A,Medium,Mareeba ,Mareeba Dimbulah,4.535,2017-2018 Q1
109598,#N/A,Medium,Mareeba ,Mareeba Dimbulah,1.629,2017-2018 Q1
109599,#N/A,Medium,South Walsh ,Mareeba Dimbulah,21.52,2017-2018 Q1
109617,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
109622,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
109707,#N/A,Medium,Mareeba ,Mareeba Dimbulah,6.85,2017-2018 Q1
109711,#N/A,Medium,Southedge ,Mareeba Dimbulah,94.931,2017-2018 Q1
109735,#N/A,Medium,West Barron ,Mareeba Dimbulah,0,2017-2018 Q1
109755,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2017-2018 Q1
109771,#N/A,#N/A,#N/A,#N/A,0.361,2017-2018 Q1
109817,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,8.954,2017-2018 Q1
109818,#N/A,Medium,South Walsh ,Mareeba Dimbulah,54.272,2017-2018 Q1
109831,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2017-2018 Q1
109860,#N/A,Medium,South Walsh ,Mareeba Dimbulah,69.61,2017-2018 Q1
109861,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
109864,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2017-2018 Q1
109866,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2017-2018 Q1
109871,#N/A,Medium,South Walsh ,Mareeba Dimbulah,24.12,2017-2018 Q1
109914,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2017-2018 Q1
109915,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
109935,#N/A,Medium,West Barron ,Mareeba Dimbulah,53.86,2017-2018 Q1
109939,#N/A,Medium,South Walsh ,Mareeba Dimbulah,74.382,2017-2018 Q1
109947,#N/A,Medium,Mareeba ,Mareeba Dimbulah,3,2017-2018 Q1
109950,#N/A,#N/A,#N/A,#N/A,37.81,2017-2018 Q1
109960,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2017-2018 Q1
109969,#N/A,#N/A,#N/A,#N/A,98.954,2017-2018 Q1
109970,#N/A,Medium,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,3.47,2017-2018 Q1
109991,#N/A,Medium,East Barron ,Mareeba Dimbulah,102.58,2017-2018 Q1
109995,#N/A,Medium,Mareeba ,Mareeba Dimbulah,0,2017-2018 Q1
109996,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
110004,#N/A,Medium,East Barron ,Mareeba Dimbulah,2.405,2017-2018 Q1
110006,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,1.119,2017-2018 Q1
110012,#N/A,Medium,West Barron ,Mareeba Dimbulah,33.607,2017-2018 Q1
110015,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,13.242,2017-2018 Q1
110018,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,53.53,2017-2018 Q1
110023,#N/A,#N/A,#N/A,#N/A,39.35,2017-2018 Q1
110024,#N/A,Medium,South Walsh ,Mareeba Dimbulah,29.12,2017-2018 Q1
110120,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2017-2018 Q1
110148,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2017-2018 Q1
110157,#N/A,#N/A,#N/A,#N/A,0,2017-2018 Q1
110182,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,70.845,2017-2018 Q1
110189,#N/A,#N/A,#N/A,#N/A,6.91,2017-2018 Q1
110195,#N/A,Medium,Mareeba ,Mareeba Dimbulah,1.91,2017-2018 Q1
110208,#N/A,#N/A,#N/A,#N/A,1.38,2017-2018 Q1
110233,#N/A,#N/A,#N/A,#N/A,34.272,2017-2018 Q1
110244,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.219,2017-2018 Q1
110359,#N/A,High,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,767.822,2017-2018 Q1
110360,#N/A,High,Barron River & Tinaroo Falls Dam ,Mareeba Dimbulah,105.543,2017-2018 Q1
110361,#N/A,#N/A,#N/A,#N/A,40.806,2017-2018 Q1
110362,#N/A,Medium,Mareeba ,Mareeba Dimbulah,59.407,2017-2018 Q1
110363,#N/A,#N/A,#N/A,#N/A,62.001,2017-2018 Q1
110364,#N/A,High,South Walsh ,Mareeba Dimbulah,0.779,2017-2018 Q1
110399,#N/A,#N/A,#N/A,#N/A,25.16,2017-2018 Q1
110419,#N/A,Medium,South Walsh ,Mareeba Dimbulah,96.54,2017-2018 Q1
110425,#N/A,Medium,South Walsh ,Mareeba Dimbulah,1.781,2017-2018 Q1
110428,#N/A,Medium,East Barron ,Mareeba Dimbulah,0.033,2017-2018 Q1
110434,#N/A,Medium,Mareeba ,Mareeba Dimbulah,2.105,2017-2018 Q1
110435,#N/A,Medium,South Walsh ,Mareeba Dimbulah,0,2017-2018 Q1
110436,#N/A,Medium,South Walsh ,Mareeba Dimbulah,32.37,2017-2018 Q1
110448,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,10.634,2017-2018 Q1
110450,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,18.262,2017-2018 Q1
110458,#N/A,Medium,East Barron ,Mareeba Dimbulah,1.002,2017-2018 Q1
110462,#N/A,Medium,Paddys Green relift ,Mareeba Dimbulah,60.813,2017-2018 Q1
110490,#N/A,High,South Walsh ,Mareeba Dimbulah,0,2017-2018 Q1
110508,#N/A,Medium,South Walsh ,Mareeba Dimbulah,81.48,2017-2018 Q1
110517,#N/A,Medium,Atherton Creek,Mareeba Dimbulah,0,2017-2018 Q1
110538,#N/A,Medium,South Walsh ,Mareeba Dimbulah,72.26,2017-2018 Q1
